timestamp,ear,mar,perclos,yaw,blink_rate,risk_score,speed,risk_level
2026-05-18 22:09:57,0.254,0.081,0.133,-2.9,47,6,0.00,20,HIGH
2026-05-19 09:40:04,0.254,0.081,0.133,-2.9,47,6,0.00,10,HIGH
2026-05-19 09:40:06,0.254,0.081,0.133,-2.9,47,6,0.00,10,HIGH
2026-05-19 09:40:08,0.254,0.081,0.133,-2.9,47,6,0.00,10,HIGH
2026-05-19 09:40:10,0.254,0.081,0.133,-2.9,47,6,0.00,10,HIGH
2026-05-19 09:40:12,0.254,0.081,0.133,-2.9,47,6,0.00,10,HIGH
2026-05-19 09:41:29,0.356,0.394,0.000,-7.0,0,0,0.68,80,SAFE
2026-05-19 09:41:31,0.371,0.443,0.033,-12.9,23,2,0.45,80,SAFE
2026-05-19 09:41:32,0.392,0.375,0.033,-12.9,17,2,0.22,80,SAFE
2026-05-19 09:41:34,0.310,0.381,0.000,-4.8,13,3,0.00,80,MEDIUM
2026-05-19 09:41:36,0.338,0.482,0.000,-9.7,11,3,0.00,80,MEDIUM
2026-05-19 09:41:38,0.315,0.410,0.017,-6.2,14,2,0.00,80,SAFE
2026-05-19 09:41:40,0.386,0.386,0.017,-6.6,12,2,0.00,80,SAFE
2026-05-19 09:41:42,0.381,0.409,0.000,-3.8,11,2,0.00,80,SAFE
2026-05-19 09:41:43,0.379,0.444,0.000,-10.7,10,3,0.00,80,MEDIUM
2026-05-19 09:41:45,0.344,0.470,0.017,-17.9,12,3,0.00,70,MEDIUM
2026-05-19 09:41:47,0.374,0.476,0.017,-13.2,11,3,0.00,70,MEDIUM
2026-05-19 09:41:49,0.258,0.463,0.000,-16.4,10,3,0.00,70,MEDIUM
2026-05-19 09:41:51,0.275,0.423,0.000,-5.2,9,4,0.00,70,MEDIUM
2026-05-19 09:41:53,0.338,0.519,0.000,-10.6,8,3,0.00,70,MEDIUM
2026-05-19 09:41:54,0.416,0.509,0.000,-5.5,8,4,0.00,70,MEDIUM
2026-05-19 09:41:56,0.400,0.492,0.000,144.6,7,7,0.00,60,HIGH
2026-05-19 09:41:58,0.391,0.549,0.000,-8.9,7,6,0.00,60,HIGH
2026-05-19 09:42:00,0.383,0.524,0.000,-11.3,7,5,0.00,60,MEDIUM
2026-05-19 09:42:01,0.280,0.412,0.000,-7.3,6,6,0.00,60,HIGH
2026-05-19 09:42:03,0.280,0.412,0.000,-7.3,6,6,0.00,60,HIGH
2026-05-19 09:42:05,0.280,0.412,0.000,-7.3,6,6,0.00,60,HIGH
2026-05-19 09:42:06,0.280,0.412,0.000,-7.3,6,6,0.00,50,HIGH
2026-05-19 09:42:08,0.280,0.412,0.000,-7.3,6,6,0.00,50,HIGH
2026-05-19 09:42:10,0.280,0.412,0.000,-7.3,6,6,0.00,50,HIGH
2026-05-19 09:42:12,0.324,0.587,0.000,-11.9,5,6,0.00,50,HIGH
2026-05-19 09:42:13,0.324,0.587,0.000,-11.9,5,6,0.00,50,HIGH
2026-05-19 09:42:15,0.324,0.587,0.000,-11.9,5,6,0.00,50,HIGH
2026-05-19 09:42:17,0.324,0.587,0.000,-11.9,5,6,0.00,40,HIGH
2026-05-19 09:42:19,0.324,0.587,0.000,-11.9,5,6,0.00,40,HIGH
2026-05-19 09:42:20,0.324,0.587,0.000,-11.9,5,6,0.00,40,HIGH
2026-05-19 09:42:22,0.324,0.587,0.000,-11.9,5,6,0.00,40,HIGH
2026-05-19 09:42:24,0.324,0.587,0.000,-11.9,5,6,0.00,40,HIGH
2026-05-19 09:42:26,0.324,0.587,0.000,-11.9,5,6,0.00,40,HIGH
2026-05-19 09:42:27,0.324,0.587,0.000,-11.9,5,6,0.00,30,HIGH
2026-05-19 09:42:29,0.324,0.587,0.000,-11.9,5,6,0.00,30,HIGH
2026-05-19 09:42:31,0.324,0.587,0.000,-11.9,5,6,0.00,30,HIGH
2026-05-19 09:42:33,0.324,0.587,0.000,-11.9,5,6,0.00,30,HIGH
2026-05-19 09:42:34,0.324,0.587,0.000,-11.9,5,6,0.00,30,HIGH
2026-05-19 09:42:36,0.324,0.587,0.000,-11.9,5,6,0.00,30,HIGH
2026-05-19 09:42:38,0.324,0.587,0.000,-11.9,5,6,0.00,20,HIGH
2026-05-19 09:42:39,0.324,0.587,0.000,-11.9,5,6,0.00,20,HIGH
2026-05-19 09:42:41,0.324,0.587,0.000,-11.9,5,6,0.00,20,HIGH
2026-05-19 09:42:43,0.324,0.587,0.000,-11.9,5,6,0.00,20,HIGH
2026-05-19 09:42:45,0.324,0.587,0.000,-11.9,5,6,0.00,20,HIGH
2026-05-19 09:42:46,0.324,0.587,0.000,-11.9,5,6,0.00,10,HIGH
2026-05-19 09:42:48,0.324,0.587,0.000,-11.9,5,6,0.00,10,HIGH
2026-05-19 09:42:50,0.324,0.587,0.000,-11.9,5,6,0.00,10,HIGH
2026-05-19 09:42:52,0.324,0.587,0.000,-11.9,5,6,0.00,10,HIGH
2026-05-19 09:42:53,0.324,0.587,0.000,-11.9,5,6,0.00,10,HIGH
2026-05-19 09:42:55,0.324,0.587,0.000,-11.9,5,6,0.00,10,HIGH
